time,recvpackets@tsung_controller@ip-172-31-20-240 
10,650 
20,650 
30,788 
40,1228 
50,1781 
60,2143 
70,2511 
80,2511 
90,2718 
100,2835 
110,3297 
120,3587 
130,3587 
140,3587 
150,3587 
160,4451 
170,4792 
180,4792 
190,4792 
200,4792 
210,5955 
220,7653 
230,8996 
240,9679 
250,10278 
260,10319 
270,10568 
280,10568 
290,11420 
300,11420 
310,11420 
320,16471 
330,16471 
340,16471 
350,16471 
360,16471 
370,16471 
380,18231 
390,18910 
400,20740 
410,23648 
420,26154 
430,27678 
440,28373 
450,29098 
460,30099 
470,31099 
480,33205 
490,33340 
500,34687 
510,34687 
520,34687 
530,34687 
540,35182 
550,37711 
560,38172 
570,41258 
580,42455 
590,45282 
600,46502 
610,47935 
620,47935 
630,47935 
640,47935 
650,48805 
660,48805 
670,50211 
680,50211 
690,50211 
700,50211 
710,50211 
720,50211 
730,50211 
740,50211 
750,50211 
760,50211 
770,50211 
780,50211 
790,50211 
800,50211 
810,50211 
820,50211 
830,50211 
840,50211 
845,50211 
