time,page 
0,42.749 
10,1106.371 
20,1106.371 
30,1517.096 
40,1517.096 
50,1517.096 
60,1517.096 
70,1517.096 
80,1517.096 
90,1517.096 
100,1517.096 
110,1517.096 
120,1517.096 
130,1517.096 
140,1517.096 
150,3286.389 
160,3286.389 
170,3286.389 
180,3286.389 
190,3286.389 
200,3286.389 
210,3286.389 
220,3286.389 
230,3286.389 
240,3286.389 
250,3286.389 
260,3286.389 
270,3286.389 
280,3286.389 
290,3286.389 
300,3825.055 
310,3847.459 
320,3847.459 
330,3847.459 
340,3929.817 
350,4877.149 
360,5322.204 
370,5495.062 
380,5671.949 
390,6388.004 
400,6468.308 
410,6504.809 
420,6504.809 
430,6504.809 
440,6504.809 
450,6661.324 
460,6661.324 
470,6661.324 
480,6661.324 
490,6661.324 
500,6661.324 
510,6661.324 
520,6672.021 
530,6672.021 
540,6700.791 
550,6700.791 
560,6700.791 
570,8131.102 
580,8131.102 
590,8131.102 
600,8131.102 
610,8131.102 
620,8131.102 
630,8131.102 
640,8131.102 
650,8131.102 
660,8131.102 
670,8131.102 
680,8131.102 
690,8131.102 
700,8131.102 
710,8131.102 
720,8925.823 
730,8925.823 
740,8925.823 
750,8925.823 
760,8925.823 
770,8925.823 
780,62889.288 
790,62889.288 
800,62889.288 
810,62889.288 
820,62889.288 
830,62889.288 
840,62889.288 
845,62889.288 
