time,users_count,finish_users_count 
0,0.9,0 
10,0.4,0 
20,1.1,0 
30,0.8,0 
40,1.7,0.5 
50,0.7,0.3 
60,1.5,0.8 
70,1.7,0.9 
80,1.3,1.3 
90,1.1,1 
100,1.8,0.8 
110,1.3,1.6 
120,1.8,1.2 
130,2,1.8 
140,1.8,1.4 
150,1.8,0.9 
160,1.1,1.5 
170,2.6,2.3 
180,3.4,2.4 
190,3.9,1.8 
200,4.9,1.1 
210,4.1,1.7 
220,4.9,1.8 
230,2.8,3.9 
240,5,3.2 
250,6,4.3 
260,4.5,4.2 
270,7.8,3.4 
280,6.1,3.9 
290,5.3,2.8 
300,7.9,3 
310,12.1,4 
320,10.2,3.6 
330,9.8,5 
340,10.8,3 
350,9.6,4.9 
360,9.9,4.1 
370,16.6,3.6 
380,14.9,4 
390,15.4,5.6 
400,15.2,8.6 
410,15.8,9.6 
420,18.2,11.6 
430,21.6,15.3 
440,20.6,17.2 
450,20.7,19 
460,19.6,16.3 
470,17.2,18.1 
480,23.4,18.3 
490,24.3,21.4 
500,21.6,19.6 
510,24.3,19.6 
520,22.6,23.2 
530,23.8,21 
540,25.9,20.3 
550,32.7,22 
560,31.2,23.6 
570,30.8,26.1 
580,31.9,23.5 
590,28.7,25.1 
600,28.6,29 
610,33.7,31.5 
620,33.9,31.3 
630,35.7,34.9 
640,31,27.9 
650,29.6,31.4 
660,30.9,28.5 
670,34.8,33.4 
680,37.1,33.8 
690,33.1,33.8 
700,30.3,31.7 
710,34.9,30.7 
720,15,30 
730,0,35.5 
740,0,33.1 
750,0,30.5 
760,0,23.6 
770,0,19.4 
780,0,21 
790,0,13.2 
800,0,14 
810,0,8.3 
820,0,1.6 
830,0,0.8 
840,0,0 
845,0,0.1 
