time,page 
0,7.191 
10,6.76 
20,6.76 
30,6.76 
40,6.21 
50,6.21 
60,6.21 
70,6.21 
80,6.21 
90,6.155 
100,6.155 
110,6.082 
120,6.082 
130,6.082 
140,5.935 
150,5.935 
160,5.935 
170,5.876 
180,5.876 
190,5.834 
200,5.834 
210,5.714 
220,5.714 
230,5.714 
240,5.714 
250,5.714 
260,5.714 
270,5.714 
280,5.714 
290,5.714 
300,5.714 
310,5.714 
320,5.714 
330,5.714 
340,5.714 
350,1.158 
360,1.158 
370,0.893 
380,0.886 
390,0.807 
400,0.777 
410,0.777 
420,0.777 
430,0.722 
440,0.722 
450,0.722 
460,0.722 
470,0.722 
480,0.722 
490,0.722 
500,0.722 
510,0.722 
520,0.722 
530,0.722 
540,0.722 
550,0.722 
560,0.722 
570,0.722 
580,0.722 
590,0.722 
600,0.722 
610,0.722 
620,0.722 
630,0.722 
640,0.722 
650,0.722 
660,0.722 
670,0.722 
680,0.722 
690,0.722 
700,0.722 
710,0.722 
720,0.722 
730,0.722 
740,0.722 
750,0.722 
760,0.722 
770,0.722 
780,0.722 
790,0.722 
800,0.722 
810,0.722 
820,0.722 
830,0.722 
840,0.722 
845,0.722 
