time,load@tsung_controller@ip-172-31-20-240 
0,0.01171875 
10,0.171875 
20,0.171875 
30,0.171875 
40,0.171875 
50,0.171875 
60,0.171875 
70,0.171875 
80,0.171875 
90,0.171875 
100,0.171875 
110,0.171875 
120,0.171875 
130,0.171875 
140,0.171875 
150,0.171875 
160,0.171875 
170,0.171875 
180,0.171875 
190,0.171875 
200,0.171875 
210,0.171875 
220,0.171875 
230,0.171875 
240,0.171875 
250,0.171875 
260,0.171875 
270,0.171875 
280,0.171875 
290,0.171875 
300,0.171875 
310,0.171875 
320,0.171875 
330,0.171875 
340,0.171875 
350,0.171875 
360,0.171875 
370,0.171875 
380,0.171875 
390,0.171875 
400,0.23828125 
410,0.359375 
420,0.4609375 
430,0.4609375 
440,0.5703125 
450,0.640625 
460,0.78125 
470,0.890625 
480,0.91015625 
490,0.91015625 
500,1.01953125 
510,1.01953125 
520,1.08984375 
530,1.1484375 
540,1.2109375 
550,1.26171875 
560,1.26171875 
570,1.26171875 
580,1.26171875 
590,1.26171875 
600,1.26171875 
610,1.26171875 
620,1.26171875 
630,1.26171875 
640,1.26171875 
650,1.26171875 
660,1.26171875 
670,1.26171875 
680,1.26171875 
690,1.26171875 
700,1.26171875 
710,1.26171875 
720,1.26171875 
730,1.26171875 
740,1.26171875 
750,1.26171875 
760,1.2890625 
770,1.2890625 
780,1.2890625 
790,1.2890625 
800,1.2890625 
810,1.2890625 
820,1.2890625 
830,1.2890625 
840,1.2890625 
845,1.2890625 
