time,502,200,500,422,400,302,504 
350,5,14079,,,4,15384, 
360,32,14952,,,14,16351, 
370,172,15921,,34,125,17368, 
380,429,16890,,115,399,18313, 
390,1112,17725,,320,1222,19085, 
400,1924,18605,1,587,2369,19871, 
410,2900,19524,7,935,3845,20650, 
420,3882,20437,22,1298,5423,21327, 
430,4894,21506,72,1757,7209,21999, 
440,6140,22476,140,2196,9161,22612, 
450,7451,23427,212,2703,11326,23170, 
460,8803,24417,294,3235,13696,23674, 
470,9970,25463,402,3848,16219,24239, 
480,11331,26513,567,4459,18771,24763, 
490,12555,27624,719,5117,21323,25296, 
500,13766,28623,877,5758,23798,25761, 
510,15177,29671,1045,6368,26438,26241, 
520,16487,30833,1224,7053,29170,26664, 
530,17830,31925,1394,7731,32005,27132, 
540,19097,33176,1576,8486,34986,27548, 
550,20733,34355,1774,9204,38165,27935, 
560,22322,35623,1984,10055,41580,28331, 
570,24081,36784,2199,10847,45042,28695, 
580,25913,38171,2411,11743,48977,29065, 
590,27937,39472,2643,12685,53242,29391, 
600,30056,40790,2899,13701,57748,29690, 
610,32611,41958,3147,14525,62226,29955, 
620,34911,43152,3429,15452,66512,30224, 
630,37216,44419,3712,16419,70873,30469, 
640,39426,45736,4013,17332,75365,30713, 
650,41767,47034,4270,18304,80054,30949, 
660,43840,48341,4548,19275,84589,31175, 
670,46328,49563,4890,20247,89321,31405, 
680,48562,50892,5212,21258,93846,31616, 
690,50830,52223,5523,22271,98411,31830, 
700,53012,53611,5843,23309,103107,32063, 
710,55689,54730,6132,24240,107954,32261, 
720,58374,55614,6359,25024,112563,32505, 
730,61239,56287,6608,25784,117227,32775, 
740,63315,56914,6900,26508,120944,33052, 
750,64232,57562,7230,27306,123412,33414, 
760,64592,58136,7530,27882,124765,33818, 
770,64648,58635,7816,28222,125327,34278, 
780,64755,59116,8017,28482,125642,34805,1 
790,64755,59715,8091,28579,125731,35479,1 
800,64755,60211,8109,28603,125743,36037,1 
810,64755,60409,8111,28606,125745,36256,1 
820,64755,60447,8111,28607,125745,36301,1 
830,64755,60461,8111,28607,125745,36315,1 
840,64755,60464,8111,28607,125745,36316,1 
845,64755,60464,8111,28607,125745,36317,1 
