time,users,connected 
0,9,9 
10,13,12 
20,24,24 
30,32,31 
40,44,45 
50,48,48 
60,55,54 
70,63,63 
80,63,63 
90,64,65 
100,74,75 
110,71,70 
120,77,76 
130,79,79 
140,83,83 
150,92,93 
160,88,88 
170,91,91 
180,101,101 
190,122,122 
200,160,160 
210,184,184 
220,215,215 
230,204,206 
240,222,221 
250,239,239 
260,242,242 
270,286,285 
280,308,310 
290,333,335 
300,382,376 
310,463,457 
320,529,526 
330,577,574 
340,655,651 
350,702,700 
360,760,755 
370,890,849 
380,999,925 
390,1097,911 
400,1163,943 
410,1225,949 
420,1291,982 
430,1354,1019 
440,1388,1029 
450,1405,1015 
460,1438,986 
470,1429,960 
480,1480,1017 
490,1509,1046 
500,1529,1054 
510,1576,1068 
520,1570,1070 
530,1598,1051 
540,1654,1101 
550,1761,1157 
560,1837,1185 
570,1884,1182 
580,1968,1229 
590,2004,1195 
600,2000,1175 
610,2022,1209 
620,2048,1266 
630,2056,1234 
640,2087,1243 
650,2069,1209 
660,2093,1210 
670,2107,1229 
680,2140,1317 
690,2133,1275 
700,2119,1240 
710,2161,1253 
720,2011,1128 
730,1656,880 
740,1325,742 
750,1020,677 
760,784,610 
770,590,533 
780,380,345 
790,248,249 
800,108,113 
810,25,28 
820,9,9 
830,1,1 
840,1,1 
845,0,0 
