time,recvpackets@tsung_controller@ip-172-31-25-104 
10,240 
20,590 
30,1230 
40,1880 
50,2088 
60,2184 
70,2242 
80,2242 
90,2363 
100,2842 
110,3506 
120,3542 
130,3542 
140,3542 
150,3542 
160,3542 
170,3681 
180,3681 
190,3681 
200,4302 
210,5306 
220,6484 
230,7415 
240,7958 
250,9175 
260,9987 
270,11065 
280,12105 
290,12174 
300,12828 
310,13398 
320,13398 
330,13398 
340,17249 
350,18484 
360,18484 
370,18484 
380,18484 
390,19359 
400,22319 
410,25012 
420,26409 
430,28340 
440,28751 
450,28751 
460,28751 
470,28751 
480,30239 
490,30900 
500,31272 
510,31950 
520,33329 
530,34276 
540,34316 
550,35126 
560,37206 
570,37206 
580,37631 
590,40220 
600,41633 
610,42715 
620,42892 
630,44425 
640,46235 
650,48108 
660,48342 
670,48342 
680,48342 
690,48342 
700,48342 
710,48342 
720,48689 
730,48689 
740,48689 
750,48689 
760,48689 
770,48689 
780,48689 
790,48689 
800,48689 
810,48689 
820,48689 
830,48689 
840,48689 
850,48689 
860,48689 
870,48689 
880,48689 
890,48689 
900,48689 
910,48689 
920,48689 
930,48689 
938,48689 
