time,users,connected 
0,14,14 
10,27,12 
20,38,10 
30,44,7 
40,55,11 
50,55,-8 
60,55,3 
70,58,9 
80,64,5 
90,67,3 
100,79,13 
110,81,-5 
120,81,-3 
130,81,0 
140,81,1 
150,81,-1 
160,84,11 
170,84,-2 
180,91,10 
190,115,25 
200,131,15 
210,157,26 
220,178,22 
230,193,14 
240,211,18 
250,231,16 
260,253,26 
270,268,14 
280,279,8 
290,291,17 
300,324,32 
310,372,37 
320,433,22 
330,484,82 
340,544,59 
350,592,69 
360,710,84 
370,828,77 
380,919,81 
390,1018,30 
400,1110,19 
410,1170,0 
420,1220,-16 
430,1249,23 
440,1284,48 
450,1286,-3 
460,1286,-35 
470,1312,10 
480,1370,42 
490,1433,45 
500,1472,-25 
510,1515,18 
520,1533,-3 
530,1565,-16 
540,1591,42 
550,1673,60 
560,1741,54 
570,1806,8 
580,1843,-19 
590,1908,22 
600,1971,18 
610,2042,73 
620,2111,66 
630,2148,-13 
640,2151,-79 
650,2151,-61 
660,2151,63 
670,2151,54 
680,2151,39 
690,2226,3 
700,2255,27 
710,2277,-74 
720,2277,-263 
730,2277,-240 
740,2277,-117 
750,2277,-34 
760,2277,-64 
770,2277,-131 
780,2277,-141 
790,2277,-60 
800,2277,-43 
810,2277,-27 
820,2277,-5 
830,2277,1 
840,2277,-1 
850,2277,-48 
860,2277,-9 
870,2277,-12 
880,2277,0 
890,2277,1 
900,2277,-3 
910,2277,-30 
920,2277,-20 
930,2277,-7 
938,2277,-1 
