time,page 
0,1.9 
10,3.6 
20,8.8 
30,14.1 
40,19.2 
50,18.8 
60,19.8 
70,19.1 
80,21.6 
90,23.4 
100,29.9 
110,31.4 
120,30.6 
130,28.2 
140,29 
150,27.5 
160,30.8 
170,31.2 
180,32.3 
190,36.5 
200,44 
210,55.7 
220,62 
230,66 
240,73.3 
250,84.4 
260,93.7 
270,101.3 
280,100.8 
290,108.8 
300,112.6 
310,72.8 
320,63.4 
330,134.9 
340,145.4 
350,140.5 
360,135.7 
370,142.8 
380,174.7 
390,215.6 
400,262.9 
410,302.3 
420,316.8 
430,352.4 
440,354.4 
450,354.2 
460,355.4 
470,368.1 
480,382 
490,408.7 
500,406.4 
510,439.2 
520,461.7 
530,478.4 
540,486.6 
550,509.3 
560,525.5 
570,521.7 
580,562.3 
590,604.6 
600,629.9 
610,651.1 
620,659.2 
630,691.2 
640,712.7 
650,685.4 
660,723.1 
670,711.8 
680,694.3 
690,702.1 
700,734.6 
710,712.4 
720,762.1 
730,638.9 
740,527.5 
750,377.9 
760,226.3 
770,131 
780,119.4 
790,50.2 
800,28.1 
810,7.1 
820,1 
830,0.1 
840,0.8 
850,28.6 
860,10.6 
870,4 
880,0.5 
890,0.7 
900,0.4 
910,15.8 
920,11.7 
930,2.2 
938,0.3 
