time,page 
0,20.222 
10,457.926 
20,457.926 
30,457.926 
40,457.926 
50,457.926 
60,952.755 
70,952.755 
80,952.755 
90,952.755 
100,952.755 
110,952.755 
120,952.755 
130,952.755 
140,952.755 
150,952.755 
160,952.755 
170,952.755 
180,952.755 
190,952.755 
200,952.755 
210,952.755 
220,952.755 
230,952.755 
240,952.755 
250,952.755 
260,952.755 
270,952.755 
280,952.755 
290,952.755 
300,952.755 
310,5554.316 
320,15037.72 
330,15416.44 
340,15416.44 
350,15416.44 
360,15416.44 
370,15416.44 
380,15416.44 
390,15416.44 
400,15416.44 
410,15416.44 
420,15416.44 
430,15416.44 
440,15416.44 
450,15416.44 
460,15416.44 
470,15416.44 
480,15416.44 
490,15416.44 
500,15416.44 
510,15416.44 
520,15416.44 
530,15416.44 
540,15416.44 
550,15416.44 
560,15416.44 
570,15416.44 
580,15416.44 
590,15416.44 
600,15416.44 
610,15416.44 
620,15416.44 
630,15416.44 
640,15416.44 
650,15416.44 
660,15416.44 
670,15416.44 
680,15416.44 
690,15416.44 
700,15416.44 
710,15416.44 
720,15416.44 
730,15416.44 
740,15416.44 
750,15416.44 
760,15416.44 
770,15416.44 
780,15416.44 
790,15416.44 
800,15416.44 
810,15416.44 
820,39270.052 
830,39270.052 
840,60541.863 
850,62452.184 
860,62452.184 
870,62452.184 
880,62452.184 
890,62452.184 
900,62452.184 
910,62452.184 
920,62452.184 
930,62452.184 
938,62452.184 
