time,load@tsung_controller@ip-172-31-25-104 
0,0.171875 
10,0.171875 
20,0.171875 
30,0.171875 
40,0.171875 
50,0.171875 
60,0.171875 
70,0.171875 
80,0.171875 
90,0.171875 
100,0.171875 
110,0.171875 
120,0.171875 
130,0.171875 
140,0.171875 
150,0.171875 
160,0.171875 
170,0.171875 
180,0.171875 
190,0.171875 
200,0.171875 
210,0.171875 
220,0.171875 
230,0.171875 
240,0.21875 
250,0.26171875 
260,0.26171875 
270,0.26171875 
280,0.26171875 
290,0.26171875 
300,0.26171875 
310,0.26171875 
320,0.26171875 
330,0.37890625 
340,0.3984375 
350,0.3984375 
360,0.3984375 
370,0.3984375 
380,0.3984375 
390,0.3984375 
400,0.46875 
410,0.55078125 
420,0.62109375 
430,0.828125 
440,1.08984375 
450,1.23828125 
460,1.23828125 
470,1.23828125 
480,1.23828125 
490,1.23828125 
500,1.23828125 
510,1.25 
520,1.37109375 
530,1.3984375 
540,1.421875 
550,1.4296875 
560,1.44140625 
570,1.44140625 
580,1.55078125 
590,1.55078125 
600,1.55078125 
610,1.55078125 
620,1.55078125 
630,1.55078125 
640,1.55078125 
650,1.55078125 
660,1.55078125 
670,1.55078125 
680,1.55078125 
690,1.55078125 
700,1.55078125 
710,1.55078125 
720,1.55078125 
730,1.55078125 
740,1.55078125 
750,1.55078125 
760,1.55078125 
770,1.55078125 
780,1.55078125 
790,1.55078125 
800,1.55078125 
810,1.55078125 
820,1.55078125 
830,1.55078125 
840,1.55078125 
850,1.55078125 
860,1.55078125 
870,1.55078125 
880,1.55078125 
890,1.55078125 
900,1.55078125 
910,1.55078125 
920,1.55078125 
930,1.55078125 
938,1.55078125 
