time,page 
0,6.53 
10,6.53 
20,6.135 
30,5.861 
40,5.861 
50,5.861 
60,5.861 
70,5.861 
80,5.861 
90,5.789 
100,5.789 
110,5.789 
120,5.789 
130,5.741 
140,5.488 
150,5.488 
160,5.488 
170,5.488 
180,5.488 
190,5.488 
200,5.245 
210,5.245 
220,4.949 
230,4.949 
240,4.949 
250,4.949 
260,4.949 
270,4.949 
280,4.949 
290,4.949 
300,4.949 
310,4.949 
320,1.326 
330,1.205 
340,1.205 
350,1.205 
360,0.709 
370,0.709 
380,0.663 
390,0.663 
400,0.663 
410,0.635 
420,0.635 
430,0.635 
440,0.635 
450,0.635 
460,0.628 
470,0.628 
480,0.628 
490,0.628 
500,0.628 
510,0.628 
520,0.628 
530,0.628 
540,0.628 
550,0.628 
560,0.628 
570,0.628 
580,0.628 
590,0.628 
600,0.628 
610,0.628 
620,0.628 
630,0.628 
640,0.628 
650,0.628 
660,0.628 
670,0.628 
680,0.628 
690,0.628 
700,0.628 
710,0.628 
720,0.628 
730,0.628 
740,0.628 
750,0.628 
760,0.628 
770,0.628 
780,0.628 
790,0.628 
800,0.628 
810,0.628 
820,0.628 
830,0.628 
840,0.628 
850,0.628 
860,0.628 
870,0.628 
880,0.628 
890,0.628 
900,0.628 
910,0.628 
920,0.628 
930,0.628 
938,0.628 
