time,freemem@tsung_controller@ip-172-31-25-104 
0,3505.44140625 
10,3505.44140625 
20,3505.44140625 
30,3502.1171875 
40,3494.5 
50,3488.0546875 
60,3488.0546875 
70,3488.0546875 
80,3488.0546875 
90,3487.4140625 
100,3479.3515625 
110,3476.9921875 
120,3476.9921875 
130,3476.9921875 
140,3476.9921875 
150,3475.69140625 
160,3472.32421875 
170,3470.640625 
180,3470.640625 
190,3470.640625 
200,3465.96484375 
210,3463.8828125 
220,3456.3984375 
230,3448.35546875 
240,3445.82421875 
250,3437.62109375 
260,3424.234375 
270,3417.81640625 
280,3417.7421875 
290,3403.4765625 
300,3400.16015625 
310,3398.75 
320,3377.55859375 
330,3375.09765625 
340,3326.46875 
350,3307.33203125 
360,3295.5703125 
370,3250.640625 
380,3215.63671875 
390,3186.40234375 
400,3160.5078125 
410,3135.05078125 
420,3125.01953125 
430,3125.01953125 
440,3121.69140625 
450,3121.69140625 
460,3121.69140625 
470,3117.44921875 
480,3102.765625 
490,3099.94921875 
500,3095.2421875 
510,3095.2421875 
520,3092.19921875 
530,3082.98046875 
540,3082.98046875 
550,3082.98046875 
560,3067.15234375 
570,3065.50390625 
580,3062.6484375 
590,3060.39453125 
600,3047.9921875 
610,3047.9921875 
620,3044.640625 
630,3036.6796875 
640,3036.6796875 
650,3022.15625 
660,3022.15625 
670,3011.6484375 
680,3011.6484375 
690,3011.6484375 
700,3011.6484375 
710,3011.6484375 
720,3011.6484375 
730,3011.6484375 
740,3011.6484375 
750,3011.6484375 
760,3011.6484375 
770,3011.6484375 
780,3011.6484375 
790,3011.6484375 
800,3011.6484375 
810,3011.6484375 
820,3011.6484375 
830,3011.6484375 
840,3011.6484375 
850,3011.6484375 
860,3011.6484375 
870,3011.6484375 
880,3011.6484375 
890,3011.6484375 
900,3011.6484375 
910,3011.6484375 
920,3011.6484375 
930,3011.6484375 
938,3011.6484375 
