time,users,connected 
0,14,14 
10,26,26 
20,33,32 
30,39,39 
40,42,43 
50,35,36 
60,45,44 
70,56,56 
80,62,62 
90,60,60 
100,66,66 
110,65,64 
120,69,70 
130,84,85 
140,92,92 
150,100,99 
160,100,100 
170,90,91 
180,102,101 
190,134,134 
200,155,155 
210,179,182 
220,197,195 
230,199,201 
240,220,223 
250,234,231 
260,241,240 
270,262,264 
280,287,284 
290,295,298 
300,330,330 
310,377,377 
320,407,409 
330,431,430 
340,472,473 
350,479,478 
360,558,557 
370,593,587 
380,685,673 
390,776,762 
400,899,887 
410,992,974 
420,1163,1153 
430,1297,1283 
440,1474,1455 
450,1648,1631 
460,1830,1803 
470,1988,1955 
480,2226,2136 
490,2468,2414 
500,2670,2604 
510,2787,1541 
520,2985,2708 
530,3177,2635 
540,3369,2881 
550,3570,2852 
560,3673,2886 
570,3665,2712 
581,3589,2497 
591,3422,2253 
601,3169,2060 
611,2776,1733 
621,2220,1049 
630,1718,758 
640,1427,970 
650,1311,1025 
660,1474,1058 
670,1757,1075 
680,1883,942 
691,1832,811 
701,1598,562 
710,1400,594 
720,1074,603 
730,670,369 
740,389,168 
750,273,111 
760,167,96 
770,84,56 
780,30,23 
790,9,2 
