time,users_count,finish_users_count 
0,1.4,0 
10,1.2,0 
20,0.7,0 
30,0.6,0 
40,0.9,0.6 
50,0.8,1.5 
60,1.4,0.4 
70,1.6,0.5 
80,1.4,0.8 
90,0.8,1 
100,1.5,0.9 
110,1.2,1.3 
120,2.5,2.1 
130,2.4,0.9 
140,1.8,1 
150,2.1,1.3 
160,1.6,1.6 
170,1.8,2.8 
180,3.3,2.1 
190,4.7,1.5 
200,4,1.9 
210,4.2,1.8 
220,4.7,2.9 
230,3.1,2.9 
240,5.8,3.7 
250,5.7,4.3 
260,4.9,4.2 
270,6.2,4.1 
280,6.5,4 
290,6.4,5.6 
300,8.3,4.8 
310,10.3,5.6 
320,8.8,5.8 
330,9.2,6.8 
340,10.6,6.5 
350,10,9.3 
360,15.8,7.9 
370,12.8,9.3 
380,16.4,7.2 
390,16,6.9 
400,16,3.7 
410,14.2,4.9 
420,21.3,4.2 
430,16.9,3.5 
440,21.7,4 
450,20.5,3.1 
460,20.8,2.6 
470,17.8,2 
480,25.7,1.9 
490,26.1,1.9 
500,22.7,2.5 
510,18.8,7.1 
520,21.1,1.3 
530,22.3,3.1 
540,22.9,3.7 
550,29.6,9.5 
560,18.9,8.6 
570,17,17.8 
581,9.2,16.8 
591,7.7,24.4 
601,7.8,33.1 
611,7.6,46.9 
621,5.4,61 
630,5.2,55.4 
640,30.8,59.9 
650,41.1,52.7 
660,43.5,27.2 
670,42.7,14.4 
680,19.6,7 
691,5.4,10.5 
701,5,28.4 
710,11.3,31.1 
720,6.5,39.1 
730,0,40.4 
740,0,28.1 
750,0,11.6 
760,0,10.6 
770,0,8.3 
780,0,5.4 
790,0,2.1 
