time,users_count,finish_users_count 
0,14,0 
10,26,0 
20,33,0 
30,39,0 
40,48,6 
50,56,21 
60,70,25 
70,86,30 
80,100,38 
90,108,48 
100,123,57 
110,135,70 
120,160,91 
130,184,100 
140,202,110 
150,223,123 
160,239,139 
170,257,167 
180,290,188 
190,337,203 
200,377,222 
210,419,240 
220,466,269 
230,497,298 
240,555,335 
250,612,378 
260,661,420 
270,723,461 
280,788,501 
290,852,557 
300,935,605 
310,1038,661 
320,1126,719 
330,1218,787 
340,1324,852 
350,1424,945 
360,1582,1024 
370,1710,1117 
380,1874,1189 
390,2034,1258 
400,2194,1295 
410,2336,1344 
420,2549,1386 
430,2718,1421 
440,2935,1461 
450,3140,1492 
460,3348,1518 
470,3526,1538 
480,3783,1557 
490,4044,1576 
500,4271,1601 
510,4459,1672 
520,4670,1685 
530,4893,1716 
540,5122,1753 
550,5418,1848 
560,5607,1934 
570,5777,2112 
581,5869,2280 
591,5946,2524 
601,6024,2855 
611,6100,3324 
621,6154,3934 
630,6206,4488 
640,6514,5087 
650,6925,5614 
660,7360,5886 
670,7787,6030 
680,7983,6100 
691,8037,6205 
701,8087,6489 
710,8200,6800 
720,8265,7191 
730,8265,7595 
740,8265,7876 
750,8265,7992 
760,8265,8098 
770,8265,8181 
780,8265,8235 
790,8265,8256 
