time,load@tsung_controller@ip-172-31-17-73 
0,0.1796875 
10,0.1484375 
20,0.12890625 
30,0.109375 
40,0.08984375 
50,0.078125 
60,0.05859375 
70,0.05078125 
80,0.0390625 
90,0.0390625 
100,0.03125 
110,0.03125 
120,0.01953125 
130,0.01953125 
140,0.01171875 
150,0.01171875 
160,0.01171875 
170,0.01171875 
180,0.01171875 
190,0.0 
200,0.078125 
210,0.0703125 
220,0.05859375 
230,0.05078125 
240,0.0390625 
250,0.109375 
260,0.171875 
270,0.140625 
280,0.19921875 
290,0.171875 
300,0.21875 
310,0.1796875 
320,0.23046875 
330,0.26953125 
340,0.30078125 
350,0.328125 
360,0.4296875 
370,0.37109375 
380,0.37890625 
390,0.3984375 
400,0.33984375 
410,0.359375 
420,0.37890625 
430,0.3203125 
440,0.26953125 
450,0.23046875 
460,0.26953125 
470,0.609375 
480,0.671875 
490,0.55859375 
500,0.62890625 
510,0.69140625 
520,0.66015625 
530,0.7890625 
540,0.8203125 
550,1.08984375 
560,1.23046875 
570,1.26953125 
580,1.30078125 
590,1.328125 
600,1.359375 
610,1.37890625 
620,1.3984375 
630,1.33984375 
640,1.28125 
650,1.23828125 
660,1.19921875 
670,1.171875 
680,1.140625 
690,1.12109375 
700,1.1015625 
710,1.08984375 
720,1.0703125 
730,1.05859375 
740,1.05078125 
750,1.19140625 
760,1.16015625 
