time,users,connected 
0,9,9 
10,16,15 
20,26,26 
30,35,34 
40,40,41 
50,47,47 
60,53,53 
70,59,59 
80,63,64 
90,72,72 
100,69,68 
110,62,62 
120,68,68 
130,66,66 
140,75,75 
150,82,82 
160,95,95 
170,98,97 
180,118,120 
190,129,129 
200,158,158 
210,174,173 
220,181,180 
230,190,191 
240,210,210 
250,222,223 
260,257,258 
270,261,260 
280,275,273 
290,297,298 
300,357,352 
310,395,396 
320,447,444 
330,491,491 
340,562,562 
350,620,617 
360,710,707 
370,814,811 
380,925,925 
390,1065,1065 
400,1171,1166 
410,1296,1291 
420,1434,1427 
430,1606,1572 
440,1774,1742 
450,1938,1886 
460,2118,2030 
470,2256,2038 
480,2441,2072 
490,2617,2136 
500,2754,2143 
510,2828,2133 
520,2866,2153 
530,2863,2199 
540,2804,2145 
550,2827,2218 
560,2826,2275 
570,2850,2277 
580,2836,2251 
590,2870,2218 
600,2999,2283 
610,3072,2246 
620,3116,2233 
630,3126,2223 
640,3101,2256 
650,3095,2297 
660,3153,2379 
670,3235,2443 
680,3300,2488 
690,3336,2487 
700,3323,2383 
710,3315,2364 
720,3047,2130 
730,2703,1801 
740,2375,1696 
750,2005,1533 
760,1724,1450 
