time,freemem@tsung_controller@ip-172-31-17-73 
0,3497.59375 
10,3500.28515625 
20,3500.28515625 
30,3500.28515625 
40,3500.28515625 
50,3500.28515625 
60,3500.28515625 
70,3500.28515625 
80,3500.28515625 
90,3500.28515625 
100,3500.28515625 
110,3500.28515625 
120,3500.28515625 
130,3500.28515625 
140,3500.28515625 
150,3500.28515625 
160,3500.28515625 
170,3500.28515625 
180,3500.28515625 
190,3500.28515625 
200,3500.28515625 
210,3500.28515625 
220,3500.28515625 
230,3500.28515625 
240,3500.28515625 
250,3500.28515625 
260,3500.28515625 
270,3500.28515625 
280,3500.28515625 
290,3500.28515625 
300,3500.28515625 
310,3500.28515625 
320,3500.28515625 
330,3500.28515625 
340,3500.28515625 
350,3500.28515625 
360,3500.28515625 
370,3500.28515625 
380,3500.28515625 
390,3500.28515625 
400,3500.28515625 
410,3500.28515625 
420,3500.28515625 
430,3500.28515625 
440,3500.28515625 
450,3500.28515625 
460,3500.28515625 
470,3500.28515625 
480,3500.28515625 
490,3500.28515625 
500,3500.28515625 
510,3500.28515625 
520,3500.28515625 
530,3500.28515625 
540,3500.28515625 
550,3500.28515625 
560,3500.28515625 
570,3500.28515625 
580,3500.28515625 
590,3500.28515625 
600,3500.28515625 
610,3500.28515625 
620,3500.28515625 
630,3500.28515625 
640,3500.28515625 
650,3500.28515625 
660,3500.28515625 
670,3500.28515625 
680,3500.28515625 
690,3500.28515625 
700,3500.28515625 
710,3500.28515625 
720,3500.28515625 
730,3500.28515625 
740,3500.28515625 
750,3500.28515625 
760,3500.28515625 
