time,users,connected 
0,9,9 
10,16,6 
20,26,11 
30,35,8 
40,41,7 
50,48,6 
60,53,6 
70,60,6 
80,64,5 
90,72,8 
100,72,-4 
110,72,-6 
120,72,6 
130,73,-2 
140,75,9 
150,83,7 
160,96,13 
170,100,2 
180,120,23 
190,129,9 
200,158,29 
210,174,15 
220,181,7 
230,192,11 
240,211,19 
250,224,13 
260,260,35 
270,263,2 
280,282,13 
290,300,25 
300,357,54 
310,397,44 
320,447,48 
330,491,47 
340,564,71 
350,620,55 
360,710,90 
370,814,104 
380,926,114 
390,1066,140 
400,1172,101 
410,1296,125 
420,1434,136 
430,1606,145 
440,1774,170 
450,1938,144 
460,2118,144 
470,2256,8 
480,2442,34 
490,2617,64 
500,2754,7 
510,2835,-10 
520,2881,20 
530,2892,46 
540,2892,-54 
550,2892,73 
560,2892,57 
570,2892,2 
580,2892,-26 
590,2892,-33 
600,2999,65 
610,3072,-37 
620,3124,-13 
630,3142,-10 
640,3142,33 
650,3142,41 
660,3158,82 
670,3238,64 
680,3301,45 
690,3343,-1 
700,3343,-104 
710,3349,-19 
720,3349,-234 
730,3349,-329 
740,3349,-105 
750,3349,-163 
760,3349,-83 
