time,users_count,finish_users_count 
0,0.9,0 
10,0.7,0 
20,1,0 
30,0.9,0 
40,0.9,0.4 
50,1.1,0.4 
60,1.1,0.5 
70,1.9,1.3 
80,1.2,0.8 
90,1.5,0.6 
100,1.4,1.7 
110,1,1.7 
120,2,1.4 
130,1.1,1.3 
140,2.3,1.4 
150,2.1,1.4 
160,2.6,1.3 
170,2,1.7 
180,3.6,1.6 
190,3.1,2 
200,4.4,1.5 
210,4.1,2.5 
220,3.6,2.9 
230,3.6,2.7 
240,5.9,3.9 
250,5.1,3.9 
260,7,3.5 
270,4.5,4.1 
280,6.6,5.2 
290,7.2,5 
300,11.3,5.3 
310,10,6.2 
320,10.2,5 
330,8.5,4.1 
340,11.3,4.2 
350,9,3.2 
360,14.2,5.2 
370,14,3.6 
380,14.4,3.3 
390,17.2,3.2 
400,13.5,2.9 
410,15.3,2.8 
420,15.9,2.1 
430,19.1,1.9 
440,18.9,2.1 
450,18.4,2 
460,20,2 
470,17.7,3.9 
480,23,4.5 
490,23,5.4 
500,22.1,8.4 
510,21.7,14.3 
520,22.9,19.1 
530,24.8,25.1 
540,24.5,30.4 
550,33.4,31.1 
560,32.8,32.9 
570,31.6,29.2 
580,28.7,30.1 
590,30.8,27.4 
600,36.2,23.3 
610,33.7,26.4 
620,33.6,29.2 
630,29.5,28.5 
640,28,30.5 
650,34,34.6 
660,39.9,34.1 
670,42.4,34.2 
680,41.5,35 
690,37.4,33.8 
700,31.5,32.8 
710,29.7,30.5 
720,6.4,33.2 
730,0,34.4 
740,0,32.8 
750,0,37 
760,0,28.1 
